HE Provider,Academic Year,Region of HE provider,Category marker,Category,Value
University of London (Institutes and activities),2022/23,London,Finances,Total income (£),196019000
University of London (Institutes and activities),2022/23,London,Finances,Teaching income (£),96097000
University of London (Institutes and activities),2022/23,London,Finances,Research income (£),2004000
University of London (Institutes and activities),2022/23,London,Finances,Other non-residential income (£),51658000
University of London (Institutes and activities),2022/23,London,Finances,Non-residential income total (£),149759000
University of London (Institutes and activities),2022/23,London,Finances,Total expenditure (£),184524000
London Metropolitan University,2022/23,London,Finances,Total income (£),152333000
London Metropolitan University,2022/23,London,Finances,Teaching income (£),136062000
London Metropolitan University,2022/23,London,Finances,Research income (£),2359000
London Metropolitan University,2022/23,London,Finances,Other non-residential income (£),13912000
London Metropolitan University,2022/23,London,Finances,Non-residential income total (£),152333000
London Metropolitan University,2022/23,London,Finances,Total expenditure (£),147436000
London South Bank University,2022/23,London,Finances,Total income (£),201926000
London South Bank University,2022/23,London,Finances,Teaching income (£),172532000
London South Bank University,2022/23,London,Finances,Research income (£),10546000
London South Bank University,2022/23,London,Finances,Other non-residential income (£),9357000
London South Bank University,2022/23,London,Finances,Non-residential income total (£),192435000
London South Bank University,2022/23,London,Finances,Total expenditure (£),218269000
London School of Economics and Political Science,2022/23,London,Finances,Total income (£),471305000
London School of Economics and Political Science,2022/23,London,Finances,Teaching income (£),306145000
London School of Economics and Political Science,2022/23,London,Finances,Research income (£),58571000
London School of Economics and Political Science,2022/23,London,Finances,Other non-residential income (£),69752000
London School of Economics and Political Science,2022/23,London,Finances,Non-residential income total (£),434468000
London School of Economics and Political Science,2022/23,London,Finances,Total expenditure (£),430093000
London School of Hygiene and Tropical Medicine,2022/23,London,Finances,Total income (£),278185000
London School of Hygiene and Tropical Medicine,2022/23,London,Finances,Teaching income (£),36616000
London School of Hygiene and Tropical Medicine,2022/23,London,Finances,Research income (£),209527000
London School of Hygiene and Tropical Medicine,2022/23,London,Finances,Other non-residential income (£),31755000
London School of Hygiene and Tropical Medicine,2022/23,London,Finances,Non-residential income total (£),277898000
London School of Hygiene and Tropical Medicine,2022/23,London,Finances,Total expenditure (£),283218000
Loughborough University,2022/23,East Midlands,Finances,Total income (£),379054000
Loughborough University,2022/23,East Midlands,Finances,Teaching income (£),217344000
Loughborough University,2022/23,East Midlands,Finances,Research income (£),69918000
Loughborough University,2022/23,East Midlands,Finances,Other non-residential income (£),38546000
Loughborough University,2022/23,East Midlands,Finances,Non-residential income total (£),325808000
Loughborough University,2022/23,East Midlands,Finances,Total expenditure (£),348652000
The Manchester Metropolitan University,2022/23,North West,Finances,Total income (£),422046000
The Manchester Metropolitan University,2022/23,North West,Finances,Teaching income (£),349011000
The Manchester Metropolitan University,2022/23,North West,Finances,Research income (£),29070000
The Manchester Metropolitan University,2022/23,North West,Finances,Other non-residential income (£),21143000
The Manchester Metropolitan University,2022/23,North West,Finances,Non-residential income total (£),399224000
The Manchester Metropolitan University,2022/23,North West,Finances,Total expenditure (£),406190000
The University of Manchester,2022/23,North West,Finances,Total income (£),1344665000
The University of Manchester,2022/23,North West,Finances,Teaching income (£),747805000
The University of Manchester,2022/23,North West,Finances,Research income (£),367408000
The University of Manchester,2022/23,North West,Finances,Other non-residential income (£),171783000
The University of Manchester,2022/23,North West,Finances,Non-residential income total (£),1286996000
The University of Manchester,2022/23,North West,Finances,Total expenditure (£),1237876000
Middlesex University,2022/23,London,Finances,Total income (£),201554000
Middlesex University,2022/23,London,Finances,Teaching income (£),161554000
Middlesex University,2022/23,London,Finances,Research income (£),10478000
Middlesex University,2022/23,London,Finances,Other non-residential income (£),21166000
Middlesex University,2022/23,London,Finances,Non-residential income total (£),193198000
Middlesex University,2022/23,London,Finances,Total expenditure (£),211949000
Newcastle University,2022/23,North East,Finances,Total income (£),608288000
Newcastle University,2022/23,North East,Finances,Teaching income (£),346966000
Newcastle University,2022/23,North East,Finances,Research income (£),164618000
Newcastle University,2022/23,North East,Finances,Other non-residential income (£),74625000
Newcastle University,2022/23,North East,Finances,Non-residential income total (£),586209000
Newcastle University,2022/23,North East,Finances,Total expenditure (£),573229000
The University of Northampton,2022/23,East Midlands,Finances,Total income (£),
The University of Northampton,2022/23,East Midlands,Finances,Teaching income (£),
The University of Northampton,2022/23,East Midlands,Finances,Research income (£),
The University of Northampton,2022/23,East Midlands,Finances,Other non-residential income (£),
The University of Northampton,2022/23,East Midlands,Finances,Non-residential income total (£),
The University of Northampton,2022/23,East Midlands,Finances,Total expenditure (£),
University of Northumbria at Newcastle,2022/23,North East,Finances,Total income (£),382103000
University of Northumbria at Newcastle,2022/23,North East,Finances,Teaching income (£),301218000
University of Northumbria at Newcastle,2022/23,North East,Finances,Research income (£),37078000
University of Northumbria at Newcastle,2022/23,North East,Finances,Other non-residential income (£),30166000
University of Northumbria at Newcastle,2022/23,North East,Finances,Non-residential income total (£),368462000
University of Northumbria at Newcastle,2022/23,North East,Finances,Total expenditure (£),369395000
Norwich University of the Arts,2022/23,East of England,Finances,Total income (£),31140000
Norwich University of the Arts,2022/23,East of England,Finances,Teaching income (£),27611000
Norwich University of the Arts,2022/23,East of England,Finances,Research income (£),954000
Norwich University of the Arts,2022/23,East of England,Finances,Other non-residential income (£),1344000
Norwich University of the Arts,2022/23,East of England,Finances,Non-residential income total (£),29909000
Norwich University of the Arts,2022/23,East of England,Finances,Total expenditure (£),25904000
University of Nottingham,2022/23,East Midlands,Finances,Total income (£),822840000
University of Nottingham,2022/23,East Midlands,Finances,Teaching income (£),492164000
University of Nottingham,2022/23,East Midlands,Finances,Research income (£),191499000
University of Nottingham,2022/23,East Midlands,Finances,Other non-residential income (£),87677000
University of Nottingham,2022/23,East Midlands,Finances,Non-residential income total (£),771340000
University of Nottingham,2022/23,East Midlands,Finances,Total expenditure (£),776278000
The Nottingham Trent University,2022/23,East Midlands,Finances,Total income (£),433949000
The Nottingham Trent University,2022/23,East Midlands,Finances,Teaching income (£),378976000
